gene_name	human_gene_id	human_protein_ids	OG_N0	pike_gene_id	salmon_gene_id	ratio	interacting_genes
RAP1GAP	ENSG00000076864	P47736	OG6v0001105.55	ENSELUG00000021235	ENSSSAG00000108663,ENSSSAG00000093242	1:1:2	ENSG00000127314
NRG2	ENSG00000158458	O14511	OG6v0001106.56	ENSELUG00000022713	ENSSSAG00000120654,ENSSSAG00000009743	1:1:2	ENSG00000157168
ELMO2	ENSG00000062598	Q96JJ3	OG6v0001110.55	ENSELUG00000022734	ENSSSAG00000044769,ENSSSAG00000053457	1:1:2	ENSG00000134516
CELF6	ENSG00000140488	Q96J87	OG6v0001121.80	ENSELUG00000016378	ENSSSAG00000073037,ENSSSAG00000008405	1:1:2	ENSG00000185909
SLC29A1	ENSG00000112759	Q99808	OG6v0001127.55	ENSELUG00000004077	ENSSSAG00000071913,ENSSSAG00000084437	1:1:2	ENSG00000185187
GNA13	ENSG00000120063	Q14344	OG6v0001138.55	ENSELUG00000002233	ENSSSAG00000008868,ENSSSAG00000064960	1:1:2	ENSG00000132694
ERN2	ENSG00000134398	Q76MJ5	OG6v0001165.54	ENSELUG00000009350	ENSSSAG00000062712,ENSSSAG00000094254	1:1:2	ENSG00000178607
ARHGEF18	ENSG00000104880	Q6ZSZ5	OG6v0001170.54	ENSELUG00000011053	ENSSSAG00000075417,ENSSSAG00000046652	1:1:2	ENSG00000100614
CTNND2	ENSG00000169862	Q9UQB3	OG6v0001178.54	ENSELUG00000014171	ENSSSAG00000047789,ENSSSAG00000069468	1:1:2	ENSG00000066032
PDE8A	ENSG00000073417	O60658	OG6v0001196.54	ENSELUG00000019742	ENSSSAG00000094947,ENSSSAG00000097988	1:1:2	ENSG00000113231
PDE8B	ENSG00000113231	O95263	OG6v0001196.78	ENSELUG00000006875	ENSSSAG00000078477,ENSSSAG00000077426	1:1:2	ENSG00000073417
LRRC8A	ENSG00000136802	Q8IWT6	OG6v0001205.54	ENSELUG00000034186	ENSSSAG00000069635,ENSSSAG00000046745	1:1:2	ENSG00000171017
ME3	ENSG00000151376	Q16798	OG6v0001220.81	ENSELUG00000021069	ENSSSAG00000080588,ENSSSAG00000068246	1:1:2	ENSG00000065833
BCAT1	ENSG00000060982	P54687	OG6v0001228.54	ENSELUG00000018997	ENSSSAG00000040264,ENSSSAG00000066975	1:1:2	ENSG00000105552
BCAT2	ENSG00000105552	O15382	OG6v0001228.79	ENSELUG00000019148	ENSSSAG00000001298,ENSSSAG00000045577	1:1:2	ENSG00000060982
AGFG1	ENSG00000173744	P52594	OG6v0001234.55	ENSELUG00000019172	ENSSSAG00000076037,ENSSSAG00000038172	1:1:2	ENSG00000147162
GPAT3	ENSG00000138678	Q53EU6	OG6v0001255.54	ENSELUG00000003774	ENSSSAG00000111274,ENSSSAG00000073531	1:1:2	ENSG00000187446
CDS2	ENSG00000101290	O95674	OG6v0001259.54	ENSELUG00000005751	ENSSSAG00000088151	1:1:1	ENSG00000163624
CDS1	ENSG00000163624	Q92903	OG6v0001259.78	ENSELUG00000023414	ENSSSAG00000113405,ENSSSAG00000053860	1:1:2	ENSG00000101290
LHX1	ENSG00000273706	P48742	OG6v0001261.54	ENSELUG00000017081	ENSSSAG00000046944,ENSSSAG00000083197	1:1:2	ENSG00000198728
TARDBP	ENSG00000120948	Q13148	OG6v0001263.54	ENSELUG00000009090	ENSSSAG00000069032,ENSSSAG00000042194	1:1:2	ENSG00000137413
ABHD5	ENSG00000011198	Q8WTS1	OG6v0001272.78	ENSELUG00000004341	ENSSSAG00000120341,ENSSSAG00000089002	1:1:2	ENSG00000177666
WNT3	ENSG00000108379	P56703	OG6v0001276.54	ENSELUG00000008126	ENSSSAG00000105288,ENSSSAG00000077501	1:1:2	ENSG00000105989
HNRNPAB	ENSG00000197451	Q99729	OG6v0001280.54	ENSELUG00000015443	ENSSSAG00000104767,ENSSSAG00000040136	1:1:2	ENSG00000105819
TRPM1	ENSG00000134160	Q7Z4N2	OG6v0001320.53	ENSELUG00000016944	ENSSSAG00000012627	1:1:1	ENSG00000083067
TNIK	ENSG00000154310	Q9UKE5	OG6v0001330.53	ENSELUG00000001416	ENSSSAG00000007016,ENSSSAG00000078301	1:1:2	ENSG00000044115
ADAMTS2	ENSG00000087116	O95450	OG6v0001333.53	ENSELUG00000015925	ENSSSAG00000052003,ENSSSAG00000005664	1:1:2	ENSG00000183287
AFAP1L1	ENSG00000157510	Q8TED9	OG6v0001367.53	ENSELUG00000022026	ENSSSAG00000069515,ENSSSAG00000079915	1:1:2	ENSG00000169018
RHBDF1	ENSG00000007384	Q96CC6	OG6v0001368.53	ENSELUG00000021768	ENSSSAG00000063779,ENSSSAG00000092858	1:1:2	ENSG00000126391
PROM1	ENSG00000007062	O43490	OG6v0001369.53	ENSELUG00000003139	ENSSSAG00000030439,ENSSSAG00000005067	1:1:2	ENSG00000198892
PRICKLE1	ENSG00000139174	Q96MT3	OG6v0001371.53	ENSELUG00000009843	ENSSSAG00000075776,ENSSSAG00000006020	1:1:2	ENSG00000153558
TXLNB	ENSG00000164440	Q8N3L3	OG6v0001384.53	ENSELUG00000018506	ENSSSAG00000073766,ENSSSAG00000056944	1:1:2	ENSG00000150477
TM9SF2	ENSG00000125304	Q99805	OG6v0001397.53	ENSELUG00000002363	ENSSSAG00000092761,ENSSSAG00000105348	1:1:2	ENSG00000169895
GALNT10	ENSG00000164574	Q86SR1	OG6v0001398.53	ENSELUG00000021702	ENSSSAG00000004962,ENSSSAG00000058387	1:1:2	ENSG00000169071
TSC22D2	ENSG00000196428	O75157	OG6v0001401.53	ENSELUG00000005110	ENSSSAG00000104960,ENSSSAG00000006594	1:1:2	ENSG00000182759
RAB11FIP4	ENSG00000131242	Q86YS3	OG6v0001405.53	ENSELUG00000011308	ENSSSAG00000002806,ENSSSAG00000107963	1:1:2	ENSG00000159267
RPS6KB1	ENSG00000108443	P23443	OG6v0001418.53	ENSELUG00000023112	ENSSSAG00000069400,ENSSSAG00000076220	1:1:2	ENSG00000119950
GJA3	ENSG00000121743	Q9Y6H8	OG6v0001448.53	ENSELUG00000034173	ENSSSAG00000120117,ENSSSAG00000108381	1:1:2	ENSG00000169562
HMGCLL1	ENSG00000146151	Q8TB92	OG6v0001449.78	ENSELUG00000020228	ENSSSAG00000006514,ENSSSAG00000079068	1:1:2	ENSG00000117305
F2RL1	ENSG00000164251	P55085	OG6v0001463.53	ENSELUG00000006989	ENSSSAG00000077482	1:1:1	ENSG00000163435
GALR1	ENSG00000166573	P47211	OG6v0001466.53	ENSELUG00000020304	ENSSSAG00000033629,ENSSSAG00000103605	1:1:2	ENSG00000198400
MBL2	ENSG00000165471	P11226	OG6v0001493.67	ENSELUG00000026279	ENSSSAG00000003409,ENSSSAG00000040849	1:1:2	ENSG00000119655
LIN28A	ENSG00000131914	Q9H9Z2	OG6v0001505.53	ENSELUG00000010131	ENSSSAG00000086783,ENSSSAG00000101780	1:1:2	ENSG00000197345
NUDT11	ENSG00000196368	Q96G61	OG6v0001510.53	ENSELUG00000024988	ENSSSAG00000030986,ENSSSAG00000102528	1:1:2	ENSG00000127445
MPZL2	ENSG00000149573	O60487	OG6v0001511.56	ENSELUG00000026982	ENSSSAG00000076819	1:1:1	ENSG00000160588
MAL	ENSG00000172005	P21145	OG6v0001518.80	ENSELUG00000003645	ENSSSAG00000084508,ENSSSAG00000100430	1:1:2	ENSG00000204314
LEPROT	ENSG00000213625	O15243	OG6v0001520.53	ENSELUG00000004949	ENSSSAG00000087564	1:1:1	ENSG00000183726
CROCC	ENSG00000058453	Q5TZA2	OG6v0001536.52	ENSELUG00000033117	ENSSSAG00000080250,ENSSSAG00000040280	1:1:2	ENSG00000169683
FHOD3	ENSG00000134775	Q2V2M9	OG6v0001544.52	ENSELUG00000006796	ENSSSAG00000088583,ENSSSAG00000110512	1:1:2	ENSG00000170473
ZNF609	ENSG00000180357	O15014	OG6v0001555.52	ENSELUG00000022394	ENSSSAG00000101281,ENSSSAG00000063735	1:1:2	ENSG00000186073
MRTFA	ENSG00000196588	Q969V6	OG6v0001559.52	ENSELUG00000020339	ENSSSAG00000079798,ENSSSAG00000001654	1:1:2	ENSG00000141052
INPP4A	ENSG00000040933	Q96PE3	OG6v0001570.52	ENSELUG00000006294	ENSSSAG00000031267,ENSSSAG00000054024	1:1:2	ENSG00000255690
ARHGAP44	ENSG00000006740	Q17R89	OG6v0001572.52	ENSELUG00000012306	ENSSSAG00000089937,ENSSSAG00000002271	1:1:2	ENSG00000100092
SLC44A2	ENSG00000129353	Q8IWA5	OG6v0001585.52	ENSELUG00000024173	ENSSSAG00000007613,ENSSSAG00000047269	1:1:2	ENSG00000184307
DACH1	ENSG00000276644	Q9UI36	OG6v0001608.52	ENSELUG00000000837	ENSSSAG00000009441,ENSSSAG00000042489	1:1:2	ENSG00000126733
GAD1	ENSG00000128683	Q99259	OG6v0001628.52	ENSELUG00000021349	ENSSSAG00000057067,ENSSSAG00000081646	1:1:2	ENSG00000139631
SMAD4	ENSG00000141646	Q13485	OG6v0001638.77	ENSELUG00000020159	ENSSSAG00000074833,ENSSSAG00000075963	1:1:2	ENSG00000157933
SLC7A6	ENSG00000103064	Q92536	OG6v0001654.52	ENSELUG00000020394	ENSSSAG00000067592,ENSSSAG00000053557	1:1:2	ENSG00000138079
SLC7A7	ENSG00000155465	Q9UM01	OG6v0001654.77	ENSELUG00000024582	ENSSSAG00000066369,ENSSSAG00000005836	1:1:2	ENSG00000138079
ADIPOR1	ENSG00000159346	Q96A54	OG6v0001692.52	ENSELUG00000021608	ENSSSAG00000052411	1:1:1	ENSG00000157500
SOX4	ENSG00000124766	Q06945	OG6v0001694.52	ENSELUG00000002697	ENSSSAG00000112690	1:1:1	ENSG00000073614
CA10	ENSG00000154975	Q9NS85	OG6v0001704.52	ENSELUG00000024623	ENSSSAG00000040864,ENSSSAG00000055831	1:1:2	ENSG00000136457
FGF12	ENSG00000114279	P61328	OG6v0001720.52	ENSELUG00000015622	ENSSSAG00000103794,ENSSSAG00000114710	1:1:2	ENSG00000090863
CHIC2	ENSG00000109220	Q9UKJ5	OG6v0001736.52	ENSELUG00000009642	ENSSSAG00000102526	1:1:1	ENSG00000164180
GLI2	ENSG00000074047	P10070	OG6v0001760.51	ENSELUG00000007884	ENSSSAG00000065361,ENSSSAG00000080255	1:1:2	ENSG00000107882
PCDH18	ENSG00000189184	Q9HCL0	OG6v0001778.51	ENSELUG00000011442	ENSSSAG00000041533,ENSSSAG00000091365	1:1:2	ENSG00000147027
SULF2	ENSG00000196562	Q8IWU5	OG6v0001786.51	ENSELUG00000005287	ENSSSAG00000005047,ENSSSAG00000081516	1:1:2	ENSG00000137573
CDH12	ENSG00000154162	P55289	OG6v0001800.51	ENSELUG00000004551	ENSSSAG00000010432,ENSSSAG00000050078	1:1:2	ENSG00000168036
TMEM266	ENSG00000169758	Q2M3C6	OG6v0001847.51	ENSELUG00000018464	ENSSSAG00000076533,ENSSSAG00000065161	1:1:2	ENSG00000004487
SRF	ENSG00000112658	P11831	OG6v0001851.51	ENSELUG00000008785	ENSSSAG00000075908,ENSSSAG00000078585	1:1:2	ENSG00000173611
PDE7A	ENSG00000205268	Q13946	OG6v0001855.51	ENSELUG00000014968	ENSSSAG00000080765,ENSSSAG00000050849	1:1:2	ENSG00000136717
GLIS2	ENSG00000126603	Q9BZE0	OG6v0001856.51	ENSELUG00000015543	ENSSSAG00000096671,ENSSSAG00000087970	1:1:2	ENSG00000107859
WASF3	ENSG00000132970	Q9UPY6	OG6v0001863.51	ENSELUG00000014003	ENSSSAG00000059960,ENSSSAG00000009965	1:1:2	ENSG00000136754
PAX6	ENSG00000007372	P26367	OG6v0001864.53	ENSELUG00000023162	ENSSSAG00000036952,ENSSSAG00000009913	1:1:2	ENSG00000176148
ADRB2	ENSG00000169252	P07550	OG6v0001888.51	ENSELUG00000007046	ENSSSAG00000119290,ENSSSAG00000041803	1:1:2	ENSG00000065054
SERBP1	ENSG00000142864	Q8NC51	OG6v0001893.51	ENSELUG00000003727	ENSSSAG00000017429,ENSSSAG00000032139	1:1:2	ENSG00000143947
QKI	ENSG00000112531	Q96PU8	OG6v0001900.51	ENSELUG00000002282	ENSSSAG00000121419,ENSSSAG00000089667	1:1:2	ENSG00000122966
CDKN2AIP	ENSG00000168564	Q9NXV6	OG6v0001911.51	ENSELUG00000002933	ENSSSAG00000107313,ENSSSAG00000047927	1:1:2	ENSG00000088930
CDKN2AIPNL	ENSG00000237190	Q96HQ2	OG6v0001911.76	ENSELUG00000020947	ENSSSAG00000006740	1:1:1	ENSG00000088930
CNIH2	ENSG00000174871	Q6PI25	OG6v0001932.75	ENSELUG00000016117	ENSSSAG00000103428	1:1:1	ENSG00000183726
S100Z	ENSG00000171643	Q8WXG8	OG6v0001944.76	ENSELUG00000006972	ENSSSAG00000120666,ENSSSAG00000112998	1:1:2	ENSG00000174446
SORBS2	ENSG00000154556	O94875	OG6v0001965.50	ENSELUG00000011973	ENSSSAG00000072262	1:1:1	ENSG00000072110
MYT1L	ENSG00000186487	Q9UL68	OG6v0001974.50	ENSELUG00000002411	ENSSSAG00000007814	1:1:1	ENSG00000056487
SENP7	ENSG00000138468	Q9BQF6	OG6v0002000.50	ENSELUG00000001534	ENSSSAG00000103406,ENSSSAG00000073501	1:1:2	ENSG00000136169
LRFN2	ENSG00000156564	Q9ULH4	OG6v0002007.50	ENSELUG00000009091	ENSSSAG00000106402,ENSSSAG00000087031	1:1:2	ENSG00000146360
SLC26A6	ENSG00000225697	Q9BXS9	OG6v0002012.50	ENSELUG00000000427	ENSSSAG00000077377	1:1:1	ENSG00000144455
LRRN1	ENSG00000175928	Q6UXK5	OG6v0002023.50	ENSELUG00000003813	ENSSSAG00000098200,ENSSSAG00000085844	1:1:2	ENSG00000150471
MMP15	ENSG00000102996	P51511	OG6v0002031.50	ENSELUG00000000929	ENSSSAG00000068220,ENSSSAG00000053435	1:1:2	ENSG00000135973
SOCS6	ENSG00000170677	O14544	OG6v0002047.50	ENSELUG00000002095	ENSSSAG00000115251,ENSSSAG00000079363	1:1:2	ENSG00000163110
SHMT1	ENSG00000176974	P34896	OG6v0002058.71	ENSELUG00000011924	ENSSSAG00000058709,ENSSSAG00000095896	1:1:2	ENSG00000182199
FOXN3	ENSG00000053254	O00409	OG6v0002062.50	ENSELUG00000017269	ENSSSAG00000094520,ENSSSAG00000003050	1:1:2	ENSG00000152669
CHN1	ENSG00000128656	P15882	OG6v0002066.72	ENSELUG00000021531	ENSSSAG00000116644	1:1:1	ENSG00000170209
CSK	ENSG00000103653	P41240	OG6v0002067.50	ENSELUG00000007566	ENSSSAG00000072036,ENSSSAG00000069755	1:1:2	ENSG00000156802
SRSF11	ENSG00000116754	Q05519	OG6v0002073.50	ENSELUG00000023887	ENSSSAG00000039144,ENSSSAG00000068733	1:1:2	ENSG00000179950
SPOCK2	ENSG00000107742	Q92563	OG6v0002083.50	ENSELUG00000024218	ENSSSAG00000074592,ENSSSAG00000054040	1:1:2	ENSG00000155893
TOB1	ENSG00000141232	P50616	OG6v0002094.54	ENSELUG00000004742	ENSSSAG00000090431,ENSSSAG00000087402	1:1:2	ENSG00000155508
ERLIN2	ENSG00000147475	O94905	OG6v0002099.70	ENSELUG00000005699	ENSSSAG00000080206,ENSSSAG00000077719	1:1:2	ENSG00000107566
SS18	ENSG00000141380	Q15532	OG6v0002102.71	ENSELUG00000018184	ENSSSAG00000082109,ENSSSAG00000079554	1:1:2	ENSG00000080503
GJB3	ENSG00000188910	O75712	OG6v0002113.50	ENSELUG00000003125	ENSSSAG00000001930	1:1:1	ENSG00000265107
LYPLA2	ENSG00000011009	O95372	OG6v0002134.50	ENSELUG00000023195	ENSSSAG00000078884,ENSSSAG00000063086	1:1:2	ENSG00000164056
ARL5A	ENSG00000162980	Q9Y689	OG6v0002139.71	ENSELUG00000007052	ENSSSAG00000117625,ENSSSAG00000069056	1:1:2	ENSG00000181789
EDN2	ENSG00000127129	P20800	OG6v0002150.50	ENSELUG00000011030	ENSSSAG00000007155,ENSSSAG00000096203	1:1:2	ENSG00000078401
RAMP1	ENSG00000132329	O60894	OG6v0002151.50	ENSELUG00000005272	ENSSSAG00000082319,ENSSSAG00000048622	1:1:2	ENSG00000241258
HCN4	ENSG00000138622	Q9Y3Q4	OG6v0002183.49	ENSELUG00000016589	ENSSSAG00000006527,ENSSSAG00000071469	1:1:2	ENSG00000164588
FCHSD2	ENSG00000137478	O94868	OG6v0002209.49	ENSELUG00000010513	ENSSSAG00000068429,ENSSSAG00000109484	1:1:2	ENSG00000109771
CDH18	ENSG00000145526	Q13634	OG6v0002210.49	ENSELUG00000004503	ENSSSAG00000048741,ENSSSAG00000008256	1:1:2	ENSG00000101463
IGF2BP1	ENSG00000159217	Q9NZI8	OG6v0002235.68	ENSELUG00000014974	ENSSSAG00000004886,ENSSSAG00000003448	1:1:2	ENSG00000143499
FUS	ENSG00000089280	P35637	OG6v0002253.50	ENSELUG00000022983	ENSSSAG00000001599	1:1:1	ENSG00000101138
PHKG2	ENSG00000156873	P15735	OG6v0002290.49	ENSELUG00000010321	ENSSSAG00000054338	1:1:1	ENSG00000164776
GMPR2	ENSG00000100938	Q9P2T1	OG6v0002300.49	ENSELUG00000003713	ENSSSAG00000041859,ENSSSAG00000008429	1:1:2	ENSG00000137198
GMPR	ENSG00000137198	P36959	OG6v0002300.73	ENSELUG00000003656	ENSSSAG00000048616	1:1:1	ENSG00000100938
LRRC58	ENSG00000163428	Q96CX6	OG6v0002302.49	ENSELUG00000004704	ENSSSAG00000041778,ENSSSAG00000063537	1:1:2	ENSG00000129596
FSTL1	ENSG00000163430	Q12841	OG6v0002303.49	ENSELUG00000004714	ENSSSAG00000041793,ENSSSAG00000063226	1:1:2	ENSG00000159674
MARCHF9	ENSG00000139266	Q86YJ5	OG6v0002304.49	ENSELUG00000007038	ENSSSAG00000087664,ENSSSAG00000113552	1:1:2	ENSG00000228474
KMT5A	ENSG00000183955	Q9NQR1	OG6v0002309.49	ENSELUG00000002825	ENSSSAG00000006163,ENSSSAG00000080440	1:1:2	ENSG00000148737
GOLPH3	ENSG00000113384	Q9H4A6	OG6v0002310.49	ENSELUG00000022827	ENSSSAG00000042992,ENSSSAG00000088620	1:1:2	ENSG00000164332
NKAIN2	ENSG00000188580	Q5VXU1	OG6v0002326.72	ENSELUG00000001362	ENSSSAG00000080644,ENSSSAG00000080645	1:1:2	ENSG00000122390
PKIB	ENSG00000135549	Q9C010	OG6v0002356.54	ENSELUG00000010896	ENSSSAG00000007290	1:1:1	ENSG00000145982
VWDE	ENSG00000146530	Q8N2E2	OG6v0002366.48	ENSELUG00000014821	ENSSSAG00000043569,ENSSSAG00000003541	1:1:2	ENSG00000136869
PTPRM	ENSG00000173482	P28827	OG6v0002371.48	ENSELUG00000006575	ENSSSAG00000036218,ENSSSAG00000087273	1:1:2	ENSG00000154639
ANKIB1	ENSG00000001629	Q9P2G1	OG6v0002377.48	ENSELUG00000002972	ENSSSAG00000096430,ENSSSAG00000103014	1:1:2	ENSG00000180817
HDAC7	ENSG00000061273	Q8WUI4	OG6v0002386.48	ENSELUG00000018039	ENSSSAG00000073341,ENSSSAG00000071968	1:1:2	ENSG00000145358
PDE6A	ENSG00000132915	P16499	OG6v0002397.48	ENSELUG00000015021	ENSSSAG00000005113,ENSSSAG00000042795	1:1:2	ENSG00000133256
CNOT4	ENSG00000080802	O95628	OG6v0002399.48	ENSELUG00000008742	ENSSSAG00000079490	1:1:1	ENSG00000144580
EYA4	ENSG00000112319	O95677	OG6v0002415.48	ENSELUG00000006225	ENSSSAG00000052176	1:1:1	ENSG00000150051
FUBP3	ENSG00000107164	Q96I24	OG6v0002421.48	ENSELUG00000013808	ENSSSAG00000053592,ENSSSAG00000044217	1:1:2	ENSG00000130234
SPNS1	ENSG00000169682	Q9H2V7	OG6v0002440.66	ENSELUG00000023792	ENSSSAG00000074853,ENSSSAG00000002333	1:1:2	ENSG00000005893
SSTR5	ENSG00000162009	P35346	OG6v0002452.48	ENSELUG00000017164	ENSSSAG00000001140,ENSSSAG00000004221	1:1:2	ENSG00000169962
NAP1L4	ENSG00000205531	Q99733	OG6v0002456.48	ENSELUG00000022314	ENSSSAG00000060978	1:1:1	ENSG00000187109
NAP1L1	ENSG00000187109	P55209	OG6v0002456.68	ENSELUG00000022504	ENSSSAG00000009693,ENSSSAG00000048017	1:1:2	ENSG00000205531
DTX3	ENSG00000178498	Q8N9I9	OG6v0002464.56	ENSELUG00000010505	ENSSSAG00000041405,ENSSSAG00000038822	1:1:2	ENSG00000078967
MTHFD2L	ENSG00000163738	Q9H903	OG6v0002480.48	ENSELUG00000024298	ENSSSAG00000074211	1:1:1	ENSG00000065911
TBR1	ENSG00000136535	Q16650	OG6v0002491.51	ENSELUG00000019423	ENSSSAG00000079059,ENSSSAG00000078681	1:1:2	ENSG00000100209
ASB5	ENSG00000164122	Q8WWX0	OG6v0002496.48	ENSELUG00000020840	ENSSSAG00000072832,ENSSSAG00000074584	1:1:2	ENSG00000102048
SCGN	ENSG00000079689	O76038	OG6v0002508.48	ENSELUG00000002767	ENSSSAG00000036507,ENSSSAG00000116949	1:1:2	ENSG00000116205
UNC119B	ENSG00000175970	A6NIH7	OG6v0002517.48	ENSELUG00000023309	ENSSSAG00000064610,ENSSSAG00000094321	1:1:2	ENSG00000138175
KIF26A	ENSG00000066735	Q9ULI4	OG6v0002565.47	ENSELUG00000009136	ENSSSAG00000008439,ENSSSAG00000006672	1:1:2	ENSG00000240891
MCF2L	ENSG00000126217	O15068	OG6v0002573.47	ENSELUG00000019792	ENSSSAG00000102422,ENSSSAG00000081445	1:1:2	ENSG00000182168
SLC8A2	ENSG00000118160	Q9UPR5	OG6v0002590.47	ENSELUG00000017436	ENSSSAG00000085876,ENSSSAG00000094654	1:1:2	ENSG00000188706
ACAP3	ENSG00000131584	Q96P50	OG6v0002598.47	ENSELUG00000004943	ENSSSAG00000074293,ENSSSAG00000068010	1:1:2	ENSG00000114331
GYS1	ENSG00000104812	P13807	OG6v0002610.47	ENSELUG00000013344	ENSSSAG00000042664,ENSSSAG00000000959	1:1:2	ENSG00000056998
GYS2	ENSG00000111713	P54840	OG6v0002610.70	ENSELUG00000000420	ENSSSAG00000066364	1:1:1	ENSG00000056998
MEP1A	ENSG00000112818	Q16819	OG6v0002614.47	ENSELUG00000004321	ENSSSAG00000044888	1:1:1	ENSG00000141434
PEX5L	ENSG00000114757	Q8IYB4	OG6v0002622.47	ENSELUG00000004843	ENSSSAG00000077851,ENSSSAG00000080611	1:1:2	ENSG00000142655
TAPT1	ENSG00000169762	Q6NXT6	OG6v0002636.47	ENSELUG00000003205	ENSSSAG00000010043	1:1:1	ENSG00000094975
NRBP1	ENSG00000115216	Q9UHY1	OG6v0002639.47	ENSELUG00000014337	ENSSSAG00000055707,ENSSSAG00000074178	1:1:2	ENSG00000125686
HCK	ENSG00000101336	P08631	OG6v0002644.66	ENSELUG00000009250	ENSSSAG00000053065	1:1:1	ENSG00000043462
CAMK4	ENSG00000152495	Q16566	OG6v0002656.70	ENSELUG00000003902	ENSSSAG00000066757,ENSSSAG00000074912	1:1:2	ENSG00000153140
SFXN1	ENSG00000164466	Q9H9B4	OG6v0002669.69	ENSELUG00000022974	ENSSSAG00000105560,ENSSSAG00000054175	1:1:2	ENSG00000156398
SOX11	ENSG00000176887	P35716	OG6v0002680.52	ENSELUG00000013220	ENSSSAG00000085815,ENSSSAG00000088730	1:1:2	ENSG00000049618
DKK3	ENSG00000050165	Q9UBP4	OG6v0002686.47	ENSELUG00000015130	ENSSSAG00000102458,ENSSSAG00000084231	1:1:2	ENSG00000105993
ELOVL5	ENSG00000012660	Q9NYP7	OG6v0002697.65	ENSELUG00000019836	ENSSSAG00000079420,ENSSSAG00000007146	1:1:2	ENSG00000127022
GNPDA2	ENSG00000163281	Q8TDQ7	OG6v0002714.47	ENSELUG00000014192	ENSSSAG00000015443	1:1:1	ENSG00000162066
GNPDA1	ENSG00000113552	P46926	OG6v0002714.67	ENSELUG00000023817	ENSSSAG00000044271	1:1:1	ENSG00000162066
BMF	ENSG00000104081	Q96LC9	OG6v0002732.47	ENSELUG00000005256	ENSSSAG00000108030,ENSSSAG00000094149	1:1:2	ENSG00000171552
MCRIP2	ENSG00000172366	Q9BUT9	OG6v0002750.47	ENSELUG00000022545	ENSSSAG00000000485,ENSSSAG00000082805	1:1:2	ENSG00000204842
MPC2	ENSG00000143158	O95563	OG6v0002752.47	ENSELUG00000021166	ENSSSAG00000068458	1:1:1	ENSG00000060762
MTSS1	ENSG00000170873	O43312	OG6v0002757.47	ENSELUG00000002757	ENSSSAG00000121994,ENSSSAG00000118072	1:1:2	ENSG00000132613
TULP4	ENSG00000130338	Q9NRJ4	OG6v0002770.46	ENSELUG00000018050	ENSSSAG00000012057	1:1:1	ENSG00000137693
ARAP1	ENSG00000186635	Q96P48	OG6v0002774.46	ENSELUG00000010786	ENSSSAG00000070120,ENSSSAG00000064361	1:1:2	ENSG00000165458
ADAMTS3	ENSG00000156140	O15072	OG6v0002781.69	ENSELUG00000010111	ENSSSAG00000047659	1:1:1	ENSG00000183287
TLR8	ENSG00000101916	Q9NR97	OG6v0002791.46	ENSELUG00000016574	ENSSSAG00000076485,ENSSSAG00000042309	1:1:2	ENSG00000110057
THBS4	ENSG00000113296	P35443	OG6v0002796.46	ENSELUG00000004213	ENSSSAG00000075293,ENSSSAG00000056442	1:1:2	ENSG00000105664
CNR1	ENSG00000118432	P21554	OG6v0002829.46	ENSELUG00000000631	ENSSSAG00000091713,ENSSSAG00000086749	1:1:2	ENSG00000166342
SVOP	ENSG00000166111	Q8N4V2	OG6v0002832.46	ENSELUG00000012827	ENSSSAG00000063700	1:1:1	ENSG00000176383
SH3GLB2	ENSG00000148341	Q9NR46	OG6v0002864.46	ENSELUG00000001953	ENSSSAG00000071861,ENSSSAG00000075738	1:1:2	ENSG00000097033
GDNF	ENSG00000168621	P39905	OG6v0002879.46	ENSELUG00000022651	ENSSSAG00000098062,ENSSSAG00000002112	1:1:2	ENSG00000117407
ATCAY	ENSG00000167654	Q86WG3	OG6v0002882.46	ENSELUG00000023385	ENSSSAG00000002542,ENSSSAG00000119880	1:1:2	ENSG00000170584
GRAP2	ENSG00000100351	O75791	OG6v0002884.46	ENSELUG00000020181	ENSSSAG00000088691	1:1:1	ENSG00000160219
TUSC3	ENSG00000104723	Q13454	OG6v0002885.46	ENSELUG00000017480	ENSSSAG00000001871,ENSSSAG00000003064	1:1:2	ENSG00000134910
CCDC42	ENSG00000161973	Q96M95	OG6v0002894.67	ENSELUG00000005146	ENSSSAG00000058444	1:1:1	ENSG00000165972
LYPD6	ENSG00000187123	Q86Y78	OG6v0002921.46	ENSELUG00000025460	ENSSSAG00000057885,ENSSSAG00000106558	1:1:2	ENSG00000008324
PTGES3	ENSG00000110958	Q15185	OG6v0002924.46	ENSELUG00000015624	ENSSSAG00000065960,ENSSSAG00000115442	1:1:2	ENSG00000148334
RNF19A	ENSG00000034677	Q9NV58	OG6v0002970.45	ENSELUG00000003588	ENSSSAG00000091636,ENSSSAG00000111518	1:1:2	ENSG00000064692
RBM15	ENSG00000162775	Q96T37	OG6v0002982.45	ENSELUG00000016087	ENSSSAG00000070154,ENSSSAG00000042153	1:1:2	ENSG00000103494
GSN	ENSG00000148180	P06396	OG6v0002984.45	ENSELUG00000017126	ENSSSAG00000066224,ENSSSAG00000054710	1:1:2	ENSG00000137076
PTPDC1	ENSG00000158079	A2A3K4	OG6v0002987.45	ENSELUG00000013847	ENSSSAG00000008674	1:1:1	ENSG00000213465
